product_title,product_link,company_name,company_link,city_region,city,address_details,phone_number
Baby Silicone Teether,https://www.indiamart.com/proddetail/baby-silicone-teether-2852304894348.html?pos=1&kwd=baby care products&tags=A|PL|||8211.142|Price|product|||SSlc|rsf:pl-|-stype:attr=1|qr_nm:gd|res:RC4|com-cf:nl|ptrs:na|ktp:N0|mc:137678|mtp:G|qry_typ:P|lang:en|wc:3|flavl:10|cs:9697|v=4,P For Panda Baby Products Private Limited,https://www.p4pandababyproducts.com/?pos=1&kwd=baby care products&tags=A|PL|||8211.142|Price|product|||SSlc|rsf:pl-|-stype:attr=1|qr_nm:gd|res:RC4|com-cf:nl|ptrs:na|ktp:N0|mc:137678|mtp:G|qry_typ:P|lang:en|wc:3|flavl:10|cs:9697|v=4,Goregaon West,Mumbai,"904 A Wing,9 Th Floor,Triple S Heights,Jakeria Road, Goregaon West, Mumbai - 400064, Dist.Mumbai, Maharashtra",7942710871
